day4_rep2,251755.342858,233057.286286,-229420.297059,-26759.561073,43107.498651,-5547.566280,-57854.087953,7624.240608,-1384.368637,663.049363,-1221.852342,3591.197782,-4989.587902,1685.875838,1082.377389,5096.862689,9634.178747,5372.257318,-2225.729531,-56.176666,0.00011732967592
day4_rep3,-99044.165358,145422.471825,-222473.851553,-29129.765909,44028.891431,14744.317487,-32117.258798,-7076.812671,-17128.341982,-9934.313518,8681.889520,-6009.119447,9165.968086,-2403.037578,9162.388915,-1913.186248,-774.672768,-4380.539215,2064.307125,-56.152642,0.000106240195743
day5_rep1,1266464.520660,367224.739650,61637.375779,-126142.173071,67114.779998,21015.552025,82556.074083,-5767.679337,14293.339970,1777.261105,2793.396127,-1192.684371,1905.071131,2130.631974,1453.628170,2004.656942,-766.183664,23.856340,453.284173,-56.171226,0.000102457333745
day5_rep2,-93573.157295,37078.333944,-54049.812093,-36583.651036,-1729.742814,34517.981261,67239.659168,22981.757598,-35782.130659,-4536.793016,-9160.857455,3666.489437,-3078.133728,-4534.558011,-3821.625734,-2942.130724,1587.823709,4.130848,-711.177083,-56.198327,8.10017966231e-05
day11_rep1,371470.823161,-418850.914628,42063.371444,-53006.232194,-40227.735129,81873.537507,-27761.531054,-13230.786051,-9242.964301,7110.783506,2348.026018,2684.398864,1515.029337,15334.695320,-1765.258913,-541.127394,71.348538,-460.713814,1233.894580,-56.133055,5.17218512096e-05
day11_rep2,609064.661691,-377229.716512,-131.368396,310356.304335,134957.621757,-47905.981512,17096.286948,-836.889162,-4338.333961,527.338696,467.380607,-256.667869,183.825740,1010.820377,-75.756830,-13.957037,83.036835,-82.176457,12.474532,-56.172695,4.36865057072e-05
day11_rep3,676034.473368,-433563.111089,77405.952614,-27926.112169,-41917.686318,66617.586193,-34747.261491,12692.820683,13165.197786,-8123.251555,-2735.822253,-2118.384745,-1183.424002,-14319.383793,1598.630080,675.365761,-224.873309,478.207115,-1076.216764,-56.208265,4.02040903221e-05
day18_rep1,299660.252477,297336.642652,192112.389282,96511.034668,-100039.366575,-20576.679406,-25587.136810,-14286.362657,-6424.508149,14068.909913,-13695.541442,-7667.193922,8379.229309,95.862709,3167.908999,-1125.352525,-194.611949,2785.606679,1070.718162,-56.183311,2.95185524172e-05
day18_rep2,132991.865102,256696.573241,151239.660088,104101.866680,-94448.039662,-15255.103297,-11045.970926,5395.620670,2394.089266,-17634.257447,6723.598868,16494.913236,6948.321162,689.313751,-1530.251936,-755.074028,-358.514697,-1266.600583,-2964.727916,-56.165419,2.56013594379e-05
day18_rep3,45133.211767,225621.899697,129545.620072,86240.924854,-80074.408709,81.990930,-4446.021700,-18350.020128,-7461.993816,-4924.980440,10596.655612,-9565.666096,-17382.887948,-490.844440,-2327.532042,1376.598637,-77.820783,-1413.368310,1615.328782,-56.187817,8.7195393353e-09
